Author,No. Papers,Notes,OA_Profile,OA_ID,ORCID,Display_name,Display_name_alternatives,works_count,cited_by_count,2yr_mean_citedness,h_index,i10_index,ID-1980,ID-1981,affiliation-1980,affiliation-1981,unique_affiliation_count,all_china,some_china,some_usa,all_usa,all_countries,affiliation_display_name_1981,affiliation_id_1981,affiliation_country_1981,affiliation_display_name_1980,affiliation_id_1980,affiliation_country_1980,affiliation_data,unique_country_count,Most Recent Affiliation Year,Most Recent Affiliation,Most Recent Affiliation Country,affiliation_id_1987,affiliation_country_1987,affiliation_display_name_1987,affiliation_id_1990,affiliation_country_1990,affiliation_display_name_1990,affiliation_id_1991,affiliation_country_1991,affiliation_display_name_1991,affiliation_id_1992,affiliation_country_1992,affiliation_display_name_1992,affiliation_id_1993,affiliation_country_1993,affiliation_display_name_1993,affiliation_id_1994,affiliation_country_1994,affiliation_display_name_1994,affiliation_id_1995,affiliation_country_1995,affiliation_display_name_1995,affiliation_id_1996,affiliation_country_1996,affiliation_display_name_1996,affiliation_id_1997,affiliation_country_1997,affiliation_display_name_1997,affiliation_id_1998,affiliation_country_1998,affiliation_display_name_1998,affiliation_id_1999,affiliation_country_1999,affiliation_display_name_1999,affiliation_id_2000,affiliation_country_2000,affiliation_display_name_2000,affiliation_id_2001,affiliation_country_2001,affiliation_display_name_2001,affiliation_id_2002,affiliation_country_2002,affiliation_display_name_2002,affiliation_id_2003,affiliation_country_2003,affiliation_display_name_2003,affiliation_id_2004,affiliation_country_2004,affiliation_display_name_2004,affiliation_id_2005,affiliation_country_2005,affiliation_display_name_2005,affiliation_id_2006,affiliation_country_2006,affiliation_display_name_2006,affiliation_id_2007,affiliation_country_2007,affiliation_display_name_2007,affiliation_id_2008,affiliation_country_2008,affiliation_display_name_2008,affiliation_id_2009,affiliation_country_2009,affiliation_display_name_2009,affiliation_id_2010,affiliation_country_2010,affiliation_display_name_2010,affiliation_id_2011,affiliation_country_2011,affiliation_display_name_2011,affiliation_id_2012,affiliation_country_2012,affiliation_display_name_2012,affiliation_id_2013,affiliation_country_2013,affiliation_display_name_2013,affiliation_id_2014,affiliation_country_2014,affiliation_display_name_2014,affiliation_id_2015,affiliation_country_2015,affiliation_display_name_2015,affiliation_id_2016,affiliation_country_2016,affiliation_display_name_2016,affiliation_id_2017,affiliation_country_2017,affiliation_display_name_2017,affiliation_id_2018,affiliation_country_2018,affiliation_display_name_2018,affiliation_id_2019,affiliation_country_2019,affiliation_display_name_2019,affiliation_id_2020,affiliation_country_2020,affiliation_display_name_2020,affiliation_id_2021,affiliation_country_2021,affiliation_display_name_2021,affiliation_id_2022,affiliation_country_2022,affiliation_display_name_2022,affiliation_id_2023,affiliation_country_2023,affiliation_display_name_2023,affiliation_id_2024,affiliation_country_2024,affiliation_display_name_2024,affiliation_id_2025,affiliation_country_2025,affiliation_display_name_2025,affiliation_id_2026,affiliation_country_2026,affiliation_display_name_2026
Tianyang Xia,1,,https://openalex.org/A5108673674,A5108673674,https://orcid.org/0000-0003-0175-3568,Tianyang Xia,"T Xia, T Y Xia, T. Xia, T. Y. Xia, T.Y. Xia, Tang, Tianyi, Tian-Yang Xia, TianYang Xia, Tianbo Xia, Tianci Xia",165,2139,3.7948717948717943,27,60,,,,,7,False,True,True,False,"China, United States",,,,,,,True,2,2025,Heilongjiang University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I126520041,China,University of Science and Technology of China,https://openalex.org/I126520041,China,University of Science and Technology of China,https://openalex.org/I19820366,China,Chinese Academy of Sciences,https://openalex.org/I196699116,China,Wuhan University of Technology,,,,https://openalex.org/I4210114698,China,Institute of Plasma Physics,https://openalex.org/I4210114698,China,Institute of Plasma Physics,https://openalex.org/I63533367,United States,General Atomics (United States),https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I4210114698,China,Institute of Plasma Physics,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I4210114698,China,Institute of Plasma Physics,https://openalex.org/I4210114698,China,Institute of Plasma Physics,https://openalex.org/I4210114698,China,Institute of Plasma Physics,https://openalex.org/I4210114698,China,Institute of Plasma Physics,https://openalex.org/I4210114698,China,Institute of Plasma Physics,https://openalex.org/I4210114698,China,Institute of Plasma Physics,https://openalex.org/I55022517,China,Heilongjiang University,,,
Tianyi Tang,2,,https://openalex.org/A5102952551,A5102952551,https://orcid.org/0000-0002-6169-9383,Tianyi Tang,"T K H Tang, Tang, Tianyi, Tianyi Tang",16,112,6.166666666666667,5,3,,,,,4,False,True,False,False,"China, United Kingdom",,,,,,,True,2,2026,Hunan University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I881766915,China,Nanjing University,,,,https://openalex.org/I881766915,China,Nanjing University,,,,https://openalex.org/I45129253,United Kingdom,University College London,https://openalex.org/I9224756,China,Northeastern University,https://openalex.org/I16609230,China,Hunan University
Tianyu Liu,1,,https://openalex.org/A5102740648,A5102740648,https://orcid.org/0000-0003-2253-5594,Tianyu Liu,", Liu Tian-yu, Liu Tianyu, Liu Tianyu -, Liu, Tianyu, Tian-Yu Liu, Tian-yu LIU, Tian-yu Liu, Tianyu Liu, liu tianyu",126,963,6.184210526315789,16,28,,,,,12,False,True,False,False,"China, Germany",,,,,,,True,2,2025,Northeastern University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4399598474,China,China University of Mining and Technology - Beijing,https://openalex.org/I25757504,China,China University of Mining and Technology,https://openalex.org/I25757504,China,China University of Mining and Technology,https://openalex.org/I82880672,China,Beihang University,https://openalex.org/I82880672,China,Beihang University,https://openalex.org/I82880672,China,Beihang University,https://openalex.org/I106994412,China,Sinopec (China),https://openalex.org/I4210156189,China,Shanghai Dianji University,https://openalex.org/I4210156189,China,Shanghai Dianji University,https://openalex.org/I4210112595,China,Research Institute of Petroleum Exploration and Development,https://openalex.org/I52158045,China,China Agricultural University,https://openalex.org/I4210104439,China,People's Liberation Army 401 Hospital,https://openalex.org/I4210112595,China,Research Institute of Petroleum Exploration and Development,https://openalex.org/I4210156189,China,Shanghai Dianji University,https://openalex.org/I4391767695,China,State Key Laboratory of Light Alloy Casting Technology for High-end Equipment,https://openalex.org/I62318514,Germany,University of Duisburg-Essen,https://openalex.org/I82880672,China,Beihang University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I9224756,China,Northeastern University,,,
Wei Ding,1,,https://openalex.org/A5066638397,A5066638397,https://orcid.org/0000-0002-4764-7827,Wei Ding,"Ding, Wei, W J Ding, W. DING, W. Ding, Wanzhang Ding, Wei Ding, Weijian Ding",82,648,5.357142857142857,16,22,,,,,12,False,True,False,False,"China, France, Germany, United Kingdom",,,,,,,True,4,2025,Nanchang Hangkong University,China,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I113940042,China,Shanghai University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210119987,China,Qingdao Municipal Hospital,,,,https://openalex.org/I162868743,China,Tianjin University,,,,https://openalex.org/I113940042,China,Shanghai University,https://openalex.org/I4210104252,China,Air Force Engineering University,https://openalex.org/I4210136497,China,Jilin Medical University,https://openalex.org/I4210136497,China,Jilin Medical University,https://openalex.org/I2801798921,Germany,Helmholtz-Zentrum Dresden-Rossendorf,https://openalex.org/I78650965,Germany,TU Dresden,https://openalex.org/I78650965,Germany,TU Dresden,https://openalex.org/I78650965,Germany,TU Dresden,https://openalex.org/I4210096899,China,Jiangsu University of Science and Technology,https://openalex.org/I4403928323,China,Tianjin Renai College,https://openalex.org/I4210148884,France,Laboratoire de Dynamique des Fluides,https://openalex.org/I4210148884,France,Laboratoire de Dynamique des Fluides,https://openalex.org/I4210164339,United Kingdom,Oldham Council,https://openalex.org/I927504317,China,Nanchang Hangkong University,,,
Wei Wang,1,,https://openalex.org/A5100391896,A5100391896,https://orcid.org/0000-0002-1717-5785,Wei Wang,"Huansheng, Song, Lijuan Cui, Ooi, Beng Chin, Sebe, Nicu, Song Gao, WEI WANG, Wang Wei, Wang, Miaosen, Wang, Wei, Wei WANG",1268,18907,3.875,67,362,,,,,22,False,True,True,False,"Canada, China, Hong Kong, Macao, United States",,,,,,,True,5,2026,Macao Polytechnic University,Macao,,,,https://openalex.org/I27357992,China,Dalian University of Technology,,,,,,,,,,,,,https://openalex.org/I10052268,United States,New Mexico State University,https://openalex.org/I18014758,Canada,Simon Fraser University,,,,,,,,,,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I78978612,China,Yangzhou University,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I24943067,China,Fudan University,https://openalex.org/I24943067,China,Fudan University,https://openalex.org/I55769427,United States,Indiana University – Purdue University Indianapolis,https://openalex.org/I58956616,United States,Case Western Reserve University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I78988378,China,Renmin University of China,https://openalex.org/I9916479,China,Air Force Medical University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I79272384,United States,"University of Maryland, Baltimore County",https://openalex.org/I87216513,United States,Michigan State University,https://openalex.org/I95946905,China,Hebei GEO University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I9224756,China,Northeastern University,https://openalex.org/I889458895,Hong Kong,University of Hong Kong,https://openalex.org/I90610280,China,South China University of Technology,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I917184967,China,Bank of China,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I9842412,China,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,China,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I88830068,China,Shaanxi Normal University,https://openalex.org/I49835588,Macao,Macao Polytechnic University
Wenbiao Yin,2,,https://openalex.org/A5004964825,A5004964825,,Wenbiao Yin,"W. Z. Yin, Wanpeng Yin, Weiping Yin, Wenbiao Yin, Yin, Wenbiao",11,51,6.0,3,1,,https://openalex.org/I84653119,,Academia Sinica,1,False,True,False,False,China,Academia Sinica,https://openalex.org/I84653119,Taiwan,,,,True,1,2025,Heilongjiang Provincial Academy of Agricultural Sciences,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210100054,China,Heilongjiang Provincial Academy of Agricultural Sciences,,,
Wenbin Ge,3,,https://openalex.org/A5013425805,A5013425805,,Wenbin Ge,"Ge, Wenbin, Wenbin Ge",5,167,28.333333333333332,3,3,,,,,0,False,False,False,False,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X.-C. Zhang,1,,https://openalex.org/A5087184425,A5087184425,https://orcid.org/0000-0002-7187-1829,X.-C. Zhang,"Eisele, Heribert, X C Zhang, X. -C. ZHANG, X. -C. Zhang, X. C. Zhang, X. Zhang, X., Zhang, X.-C Zhang, X.-C. ZHANG, X.-C. Zhang",367,17369,2.58,55,125,,,,,10,False,True,True,False,"China, United States",,,,,,,True,2,2026,University of Chinese Academy of Sciences,China,,,,https://openalex.org/I78577930,United States,Columbia University,https://openalex.org/I78577930,United States,Columbia University,https://openalex.org/I78577930,United States,Columbia University,https://openalex.org/I165799507,United States,Rensselaer Polytechnic Institute,https://openalex.org/I165799507,United States,Rensselaer Polytechnic Institute,https://openalex.org/I165799507,United States,Rensselaer Polytechnic Institute,https://openalex.org/I165799507,United States,Rensselaer Polytechnic Institute,https://openalex.org/I20231570,China,Peking University,https://openalex.org/I165799507,United States,Rensselaer Polytechnic Institute,https://openalex.org/I165799507,United States,Rensselaer Polytechnic Institute,https://openalex.org/I165799507,United States,Rensselaer Polytechnic Institute,https://openalex.org/I165799507,United States,Rensselaer Polytechnic Institute,https://openalex.org/I165799507,United States,Rensselaer Polytechnic Institute,https://openalex.org/I165799507,United States,Rensselaer Polytechnic Institute,https://openalex.org/I165799507,United States,Rensselaer Polytechnic Institute,https://openalex.org/I78577930,United States,Columbia University,https://openalex.org/I165799507,United States,Rensselaer Polytechnic Institute,https://openalex.org/I165799507,United States,Rensselaer Polytechnic Institute,https://openalex.org/I165799507,United States,Rensselaer Polytechnic Institute,https://openalex.org/I9916479,China,Air Force Medical University,https://openalex.org/I165799507,United States,Rensselaer Polytechnic Institute,https://openalex.org/I194450716,China,Jilin University,https://openalex.org/I5388228,United States,University of Rochester,https://openalex.org/I5388228,United States,University of Rochester,https://openalex.org/I5388228,United States,University of Rochester,https://openalex.org/I9916479,China,Air Force Medical University,https://openalex.org/I5388228,United States,University of Rochester,https://openalex.org/I9916479,China,Air Force Medical University,https://openalex.org/I96852419,China,Capital Normal University,https://openalex.org/I9916479,China,Air Force Medical University,https://openalex.org/I9916479,China,Air Force Medical University,https://openalex.org/I5388228,United States,University of Rochester,https://openalex.org/I5388228,United States,University of Rochester,https://openalex.org/I5388228,United States,University of Rochester,https://openalex.org/I879441112,United States,Milliman (United States),https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences
Xiaodong Deng,3,,https://openalex.org/A5077242351,A5077242351,https://orcid.org/0000-0002-6938-1214,Xiaodong Deng,"Deng Xiao-Dong, Deng Xiaodong, Deng, Xiaodong, XIAODONG DENG, Xiao-Dong Deng, Xiao-dong Deng, Xiaodong DENG, Xiaodong Deng",130,3128,4.538461538461538,28,49,,,,,14,False,True,True,False,"China, Singapore, Sweden, United States",,,,,,,True,4,2025,Hainan Medical University,China,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I90871651,United States,University of Toledo,https://openalex.org/I90871651,United States,University of Toledo,https://openalex.org/I90871651,United States,University of Toledo,,,,https://openalex.org/I177721651,United States,Oakland University,,,,https://openalex.org/I5388228,United States,University of Rochester,https://openalex.org/I177721651,United States,Oakland University,,,,,,,https://openalex.org/I90267481,Sweden,Umeå University,https://openalex.org/I183067930,China,Shanghai Jiao Tong University,https://openalex.org/I177721651,United States,Oakland University,https://openalex.org/I177721651,United States,Oakland University,https://openalex.org/I4210158567,China,Hainan Medical College Hospital,https://openalex.org/I4210156995,China,Sichuan Academy Of Social Sciences,https://openalex.org/I5388228,United States,University of Rochester,https://openalex.org/I177721651,United States,Oakland University,https://openalex.org/I107851509,China,Chinese Academy of Tropical Agricultural Sciences,https://openalex.org/I4210150261,Singapore,National University Health System,https://openalex.org/I107851509,China,Chinese Academy of Tropical Agricultural Sciences,https://openalex.org/I4210150261,Singapore,National University Health System,https://openalex.org/I177721651,United States,Oakland University,https://openalex.org/I4210139405,China,Panzhihua Central Hospital,https://openalex.org/I53411278,China,Chengdu University of Traditional Chinese Medicine,https://openalex.org/I53411278,China,Chengdu University of Traditional Chinese Medicine,https://openalex.org/I4387153335,China,China Telecom,https://openalex.org/I4210151662,China,Zhanjiang Experimental Station,https://openalex.org/I79731167,China,Hainan Medical University,,,
Xiaohuan Zhou,2,,https://openalex.org/A5042419848,A5042419848,https://orcid.org/0000-0002-6120-1397,Xiaohuan Zhou,"X Zhou, Xiao-Huan Zhou, Xiaohuan Zhou, Zhou, Xiaohuan",13,215,11.0,7,6,,,,,2,False,True,False,False,China,,,,,,,True,1,2025,Pingdingshan University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210114604,China,Beijing Luhe Hospital Affiliated to Capital Medical University,https://openalex.org/I4210114604,China,Beijing Luhe Hospital Affiliated to Capital Medical University,https://openalex.org/I4210114604,China,Beijing Luhe Hospital Affiliated to Capital Medical University,,,,https://openalex.org/I4210114604,China,Beijing Luhe Hospital Affiliated to Capital Medical University,https://openalex.org/I151878197,China,Pingdingshan University,,,,,,,https://openalex.org/I151878197,China,Pingdingshan University,https://openalex.org/I151878197,China,Pingdingshan University,,,
Xingxuan Zhang,1,,https://openalex.org/A5054452505,A5054452505,,Xingxuan Zhang,"Xingxuan Zhang, Zhang, Xingxuan",11,209,0.0,5,4,,,,,2,False,True,False,False,China,,,,,,,True,1,2026,Shanghai Sixth People's Hospital,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I183067930,China,Shanghai Jiao Tong University,https://openalex.org/I183067930,China,Shanghai Jiao Tong University,https://openalex.org/I183067930,China,Shanghai Jiao Tong University,,,,,,,,,,,,,https://openalex.org/I4210144482,China,Shanghai Sixth People's Hospital,https://openalex.org/I4210144482,China,Shanghai Sixth People's Hospital
Xingzhang Ren,4,,https://openalex.org/A5054086732,A5054086732,,Xingzhang Ren,"Ren, Xingzhang, Xia, Tingyu, Xingzhang Ren, Yang, An",28,340,14.307692307692308,9,9,,,,,4,False,True,True,False,"China, United States",,,,,,,True,2,2024,Sacred Heart Hospital,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I20231570,China,Peking University,https://openalex.org/I20231570,China,Peking University,,,,,,,https://openalex.org/I20231570,China,Peking University,https://openalex.org/I4210095624,United States,Alibaba Group (United States),https://openalex.org/I24185976,China,Sichuan University,https://openalex.org/I4210108516,United States,Sacred Heart Hospital,,,,,,
Xinyu Wang,1,,https://openalex.org/A5016518215,A5016518215,https://orcid.org/0000-0001-9470-425X,Xinyu Wang,"Wang, Xin Yu, Wang, Xinyu, Xin Wang, Xin Yu WANG, Xin Yu Wang, Xin-Yu WANG, Xin-Yu Wang, Xinyu Wang",166,1877,3.811320754716981,23,44,,,,,19,False,True,True,False,"China, Japan, United States",,,,,,,True,3,2026,Tianjin Normal University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I8078737,United States,Clemson University,,,,,,,,,,,,,https://openalex.org/I922474255,Japan,Tokushima University,https://openalex.org/I18452120,China,Yantai University,,,,,,,,,,https://openalex.org/I204983213,China,Harbin Institute of Technology,https://openalex.org/I4210159575,China,Huashan Hospital,https://openalex.org/I9224756,China,Northeastern University,https://openalex.org/I9224756,China,Northeastern University,https://openalex.org/I196699116,China,Wuhan University of Technology,https://openalex.org/I168879160,China,Zhejiang University of Science and Technology,https://openalex.org/I187400657,China,South China Normal University,https://openalex.org/I72951846,United States,Washington State University,https://openalex.org/I83519826,China,Nanjing Medical University,https://openalex.org/I4210158959,United States,Detection Limit (United States),https://openalex.org/I177739611,China,Yangtze University,https://openalex.org/I55022517,China,Heilongjiang University,https://openalex.org/I150229711,China,University of Electronic Science and Technology of China,https://openalex.org/I74485261,China,Shandong Agricultural University,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I79995938,China,China People's Police University,https://openalex.org/I15062923,China,Tianjin Normal University
Xinyu Zhang,3,,https://openalex.org/A5113282767,A5113282767,,Xinyu Zhang,"Xinyu Zhang, Zhang, Xinyu",13,144,11.416666666666666,5,3,,,,,3,False,True,False,False,China,,,,,,,True,1,2025,Hubei University of Technology,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4391767678,China,State Key Laboratory of Hydraulics and Mountain River Engineering,https://openalex.org/I167027274,China,Nanjing Forestry University,https://openalex.org/I74525822,China,Hubei University of Technology,,,
Xipin Wei,1,,https://openalex.org/A5114209988,A5114209988,,Xipin Wei,"Wei, Xipin, Xipin Wei",2,43,21.5,1,1,,,,,0,False,False,False,False,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu Jin,1,,https://openalex.org/A5040380861,A5040380861,https://orcid.org/0000-0002-5685-3753,Xu Jin,"Jin Xu, Xu Jin, Xu, Jin",22,773,16.0,16,17,,,,,4,False,True,False,False,China,,,,,,,True,1,2025,Chinese Academy of Medical Sciences & Peking Union Medical College,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I13591777,China,University of Nottingham Ningbo China,https://openalex.org/I13591777,China,University of Nottingham Ningbo China,https://openalex.org/I102882674,China,Beijing Institute of Fashion Technology,https://openalex.org/I2799850029,China,Dongguan University of Technology,https://openalex.org/I200296433,China,Chinese Academy of Medical Sciences & Peking Union Medical College,,,
Xuancheng Ren,4,,https://openalex.org/A5049239373,A5049239373,https://orcid.org/0000-0002-6994-2114,Xuancheng Ren,"Men, Rui, Ren, Xingzhang, Ren, Xuancheng, Wu, Xian, Xuancheng Ren, Zhang, Zhiyuan",113,2415,22.09090909090909,28,50,,,,,4,False,True,True,False,"China, United States",,,,,,,True,2,2025,Fudan University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I20231570,China,Peking University,,,,https://openalex.org/I20231570,China,Peking University,https://openalex.org/I20231570,China,Peking University,https://openalex.org/I20231570,China,Peking University,https://openalex.org/I20231570,China,Peking University,https://openalex.org/I20231570,China,Peking University,https://openalex.org/I20231570,China,Peking University,https://openalex.org/I4210095624,United States,Alibaba Group (United States),https://openalex.org/I4210108516,United States,Sacred Heart Hospital,https://openalex.org/I24943067,China,Fudan University,,,
Xuejing Liu,2,,https://openalex.org/A5101944063,A5101944063,https://orcid.org/0000-0002-5082-2315,Xuejing Liu,"Liu, Xuejing, Xuejing Liu",8,105,17.8,4,2,,,,,3,False,True,False,False,China,,,,,,,True,1,2025,Hainan Maternal and Child Health Hospital,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I200296433,China,Chinese Academy of Medical Sciences & Peking Union Medical College,https://openalex.org/I5740404,China,Tianjin Medical University,,,,,,,,,,https://openalex.org/I4210086862,China,Hainan Maternal and Child Health Hospital,,,
Yang An,3,,https://openalex.org/A5100459627,A5100459627,https://orcid.org/0000-0002-6529-1609,Yang An,"A. Yang, AN Yang, An YANG, An Yang, An, Yang, Jiayin Liu, Jun Su, Lin, Hao, Y AN, Yang AN",185,2702,1.125,29,58,,,,,22,False,True,True,False,"China, France, Germany, Singapore, Taiwan, United States",,,,,,,True,6,2026,China Agricultural University,China,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210166329,France,Hôpital Broussais,,,,,,,,,,,,,https://openalex.org/I4210146711,China,Sun Yat-sen University Cancer Center,,,,,,,,,,https://openalex.org/I37461747,China,Wuhan University,https://openalex.org/I118292597,Taiwan,National Taipei University of Technology,,,,https://openalex.org/I4210117763,China,Xinqiao Hospital,https://openalex.org/I149137203,China,Guiyang Medical University,https://openalex.org/I47689461,China,Northeast Forestry University,https://openalex.org/I184681353,China,Anhui University of Science and Technology,https://openalex.org/I5740404,China,Tianjin Medical University,https://openalex.org/I4210140386,China,PLA Navy General Hospital,https://openalex.org/I52158045,China,China Agricultural University,https://openalex.org/I172675005,Singapore,Nanyang Technological University,https://openalex.org/I78675632,China,Beijing Information Science & Technology University,https://openalex.org/I4210131919,China,Xi'an University of Technology,https://openalex.org/I4210156876,United States,VA Greater Los Angeles Healthcare System,https://openalex.org/I98301712,China,Baidu (China),https://openalex.org/I91656880,China,China Medical University,https://openalex.org/I4210152006,China,Jilin Agricultural University,https://openalex.org/I62916508,Germany,Technical University of Munich,https://openalex.org/I49232843,China,Changchun University,https://openalex.org/I9224756,China,Northeastern University,https://openalex.org/I98227222,China,China National Petroleum Corporation (China),https://openalex.org/I9224756,China,Northeastern University,https://openalex.org/I52158045,China,China Agricultural University
Yang Hao,1,,https://openalex.org/A5111385619,A5111385619,https://orcid.org/0000-0002-9949-7226,Yang Hao,"C.G. Parini, Chen, Hao Mark, Cyril Luxey, D Prasada Rao, H. Yang, Hao, Hao Chen, Hao YANG, Hao Yang, Hao, Y.",2872,22891,2.5761904761904764,67,374,https://openalex.org/I4210134904,,British Nuclear Fuel Limited (United Kingdom),,21,False,True,True,False,"Canada, China, Mexico, Qatar, United Kingdom, United States",,,,British Nuclear Fuel Limited (United Kingdom),https://openalex.org/I4210134904,United Kingdom,True,6,2026,Changsha University of Science and Technology,China,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I36234482,United Kingdom,University of Bristol,https://openalex.org/I36234482,United Kingdom,University of Bristol,https://openalex.org/I4210127074,China,Zhongshan Hospital,,,,https://openalex.org/I79619799,United Kingdom,University of Birmingham,https://openalex.org/I45129253,United Kingdom,University College London,https://openalex.org/I166337079,United Kingdom,Queen Mary University of London,https://openalex.org/I45129253,United Kingdom,University College London,https://openalex.org/I79619799,United Kingdom,University of Birmingham,https://openalex.org/I166337079,United Kingdom,Queen Mary University of London,https://openalex.org/I4210160447,Mexico,Universidad de Londres,https://openalex.org/I9916479,China,Air Force Medical University,https://openalex.org/I4210119392,China,Institute of Microelectronics,https://openalex.org/I4210160447,Mexico,Universidad de Londres,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I49232843,China,Changchun University,https://openalex.org/I99041443,United States,Mississippi State University,https://openalex.org/I76214153,China,Lanzhou University,https://openalex.org/I4210119392,China,Institute of Microelectronics,https://openalex.org/I58152225,Qatar,Texas A&M University at Qatar,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I48697060,United States,SRC,https://openalex.org/I51768193,Canada,Royal Military College of Canada,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I9356336,China,Zhangzhou Normal University,https://openalex.org/I98301712,China,Baidu (China),https://openalex.org/I9224756,China,Northeastern University,https://openalex.org/I99418890,United States,Northwestern Polytechnic University,https://openalex.org/I56934997,China,Changsha University of Science and Technology
