Author,OA_ID,unique_affiliation_count,all_china,some_china,some_usa,all_usa,all_countries,affiliation_display_name_2026,affiliation_id_2026,affiliation_country_2026,affiliation_display_name_2025,affiliation_id_2025,affiliation_country_2025,affiliation_display_name_2024,affiliation_id_2024,affiliation_country_2024,affiliation_display_name_2023,affiliation_id_2023,affiliation_country_2023,affiliation_display_name_2022,affiliation_id_2022,affiliation_country_2022,affiliation_display_name_2021,affiliation_id_2021,affiliation_country_2021,affiliation_display_name_2020,affiliation_id_2020,affiliation_country_2020,affiliation_display_name_2019,affiliation_id_2019,affiliation_country_2019,affiliation_display_name_2018,affiliation_id_2018,affiliation_country_2018,affiliation_display_name_2017,affiliation_id_2017,affiliation_country_2017,affiliation_display_name_2016,affiliation_id_2016,affiliation_country_2016,affiliation_display_name_2015,affiliation_id_2015,affiliation_country_2015,affiliation_display_name_2014,affiliation_id_2014,affiliation_country_2014,affiliation_display_name_2013,affiliation_id_2013,affiliation_country_2013,affiliation_display_name_2012,affiliation_id_2012,affiliation_country_2012,affiliation_display_name_2011,affiliation_id_2011,affiliation_country_2011,affiliation_display_name_2010,affiliation_id_2010,affiliation_country_2010,affiliation_display_name_2009,affiliation_id_2009,affiliation_country_2009,affiliation_display_name_2008,affiliation_id_2008,affiliation_country_2008,affiliation_display_name_2007,affiliation_id_2007,affiliation_country_2007,affiliation_display_name_2006,affiliation_id_2006,affiliation_country_2006,affiliation_display_name_2005,affiliation_id_2005,affiliation_country_2005,affiliation_display_name_2004,affiliation_id_2004,affiliation_country_2004,affiliation_display_name_2003,affiliation_id_2003,affiliation_country_2003,affiliation_display_name_2002,affiliation_id_2002,affiliation_country_2002,affiliation_display_name_2001,affiliation_id_2001,affiliation_country_2001,affiliation_display_name_2000,affiliation_id_2000,affiliation_country_2000,affiliation_display_name_1999,affiliation_id_1999,affiliation_country_1999,affiliation_display_name_1998,affiliation_id_1998,affiliation_country_1998,affiliation_display_name_1997,affiliation_id_1997,affiliation_country_1997,affiliation_display_name_1996,affiliation_id_1996,affiliation_country_1996,affiliation_display_name_1995,affiliation_id_1995,affiliation_country_1995,affiliation_display_name_1994,affiliation_id_1994,affiliation_country_1994,affiliation_display_name_1993,affiliation_id_1993,affiliation_country_1993,affiliation_display_name_1992,affiliation_id_1992,affiliation_country_1992,affiliation_display_name_1991,affiliation_id_1991,affiliation_country_1991,affiliation_display_name_1990,affiliation_id_1990,affiliation_country_1990,affiliation_display_name_1987,affiliation_id_1987,affiliation_country_1987,affiliation_display_name_1981,affiliation_id_1981,affiliation_country_1981,affiliation_display_name_1980,affiliation_id_1980,affiliation_country_1980
Shixuan Liu,A5101707300,5,True,True,False,False,China,,,,Ocean University of China,https://openalex.org/I59028903,China,Henan Institute of Science and Technology,https://openalex.org/I4210163247,China,Hebei University of Technology,https://openalex.org/I184843921,China,National University of Defense Technology,https://openalex.org/I170215575,China,National University of Defense Technology,https://openalex.org/I170215575,China,National University of Defense Technology,https://openalex.org/I170215575,China,,,,,,,,,,Institute of Oceanographic Instrumentation,https://openalex.org/I4210130071,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shuai Bai,A5101014470,7,False,True,False,False,Cayman Islands; China,,,,Alibaba Group (China),https://openalex.org/I45928872,China,Chongqing Jiaotong University,https://openalex.org/I63371133,China,Chongqing Jiaotong University,https://openalex.org/I63371133,China,Alibaba Group (China),https://openalex.org/I45928872,China,Alibaba Group (Cayman Islands),https://openalex.org/I4210086143,Cayman Islands,Chengdu University of Technology,https://openalex.org/I31595395,China,Beijing University of Posts and Telecommunications,https://openalex.org/I139759216,China,,,,,,,,,,Shanghai Institute of Technical Physics,https://openalex.org/I4210135723,China,,,,,,,,,,,,,,,,,,,,,,,,,Liaoning University of International Business and Economics,https://openalex.org/I2801561730,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shuang Luo,A5008824608,12,False,True,True,False,China; United States,,,,Northwest A&F University,https://openalex.org/I89652312,China,Wuhan Textile University,https://openalex.org/I4210119942,China,Jiangsu Changjiang Electronics Technology (China),https://openalex.org/I4210095289,China,Xi'an Polytechnic University,https://openalex.org/I27599042,China,Wuhan University,https://openalex.org/I37461747,China,Shanghai Ecological Forecasting and Remote Sensing Center,https://openalex.org/I4401726990,China,Southeast University,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I76569877,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,China Agricultural University,https://openalex.org/I52158045,China,University of Science and Technology Beijing,https://openalex.org/I92403157,China,China National Petroleum Corporation (China),https://openalex.org/I98227222,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,Texas A&M University,https://openalex.org/I91045830,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shusheng Yang,A5004788654,10,False,True,True,False,China; United States,,,,New York University,https://openalex.org/I57206974,United States,Huazhong University of Science and Technology,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I47720641,China,Jiangsu University,https://openalex.org/I115592961,China,Wuhan Red Cross Hospital,https://openalex.org/I4210138162,China,Corning (United States),https://openalex.org/I1338503839,United States,Huazhong University of Science and Technology,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I47720641,China,Jishou University,https://openalex.org/I144581915,China,Jishou University,https://openalex.org/I144581915,China,,,,,,,Tianjin Meteorological Bureau,https://openalex.org/I4210137793,China,Qingdao University of Science and Technology,https://openalex.org/I143413998,China,Hohai University,https://openalex.org/I163340411,China,Tsinghua University,https://openalex.org/I99065089,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sibo Song,A5102334026,6,False,True,True,False,China; Singapore; United States,,,,Alibaba Group (China),https://openalex.org/I45928872,China,Alibaba Group (United States),https://openalex.org/I4210095624,United States,Alibaba Group (United States),https://openalex.org/I4210095624,United States,Institute of Electrical Engineering,https://openalex.org/I4210128819,China,,,,University of Southern California,https://openalex.org/I1174212,United States,Southern California University for Professional Studies,https://openalex.org/I2800817003,United States,Singapore University of Technology and Design,https://openalex.org/I152815399,Singapore,Singapore University of Technology and Design,https://openalex.org/I152815399,Singapore,Singapore University of Technology and Design,https://openalex.org/I152815399,Singapore,Singapore University of Technology and Design,https://openalex.org/I152815399,Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinan Tan,A5008661936,1,True,True,False,False,China,,,,,,,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Su Yang,A5101248866,5,False,True,False,False,China; Taiwan,,,,University of Electronic Science and Technology of China,https://openalex.org/I150229711,China,Henan Polytechnic University,https://openalex.org/I4210166499,China,Chongqing Metrology Quality Inspection and Research Institute,https://openalex.org/I4210102273,China,,,,,,,,,,,,,Ministry of Education,https://openalex.org/I4210141165,Taiwan,Shanghai Jiao Tong University,https://openalex.org/I183067930,China,Shanghai Jiao Tong University,https://openalex.org/I183067930,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tianbao Xie,A5103373480,3,False,True,True,False,China; United States,,,,Xi'an University of Technology,https://openalex.org/I4210131919,China,Xi'an University of Technology,https://openalex.org/I4210131919,China,,,,,,,Xi'an University of Technology,https://openalex.org/I4210131919,China,,,,,,,,,,,,,Xi'an University of Technology,https://openalex.org/I4210131919,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linfield College,https://openalex.org/I74054363,United States,Linfield College,https://openalex.org/I74054363,United States,Linfield College,https://openalex.org/I74054363,United States,Linfield College,https://openalex.org/I74054363,United States,,,,Linfield College,https://openalex.org/I74054363,United States,Linfield College,https://openalex.org/I74054363,United States,,,,Linfield College,https://openalex.org/I74054363,United States,Linfield College,https://openalex.org/I74054363,United States,,,,Linfield College,https://openalex.org/I74054363,United States,,,,University of North Texas,https://openalex.org/I123534392,United States,,,,,,,,,,,,
Tianhang Zhu,A5111138043,2,True,True,False,False,China,,,,Third Affiliated Hospital of Southern Medical University,https://openalex.org/I4210088873,China,Southern Medical University,https://openalex.org/I58200834,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tianhao Li,A5016521877,5,True,True,False,False,China,,,,Chengdu University of Traditional Chinese Medicine,https://openalex.org/I53411278,China,Powerchina Huadong Engineering Corporation (China),https://openalex.org/I4210142192,China,"China University of Petroleum, East China",https://openalex.org/I4210162190,China,Guangxi University of Science and Technology,https://openalex.org/I18570673,China,Northeastern University,https://openalex.org/I9224756,China,,,,,,,,,,Northeastern University,https://openalex.org/I9224756,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tianyang Xia,A5108673674,7,False,True,True,False,China; United States,,,,Heilongjiang University,https://openalex.org/I55022517,China,Institute of Plasma Physics,https://openalex.org/I4210114698,China,Institute of Plasma Physics,https://openalex.org/I4210114698,China,Institute of Plasma Physics,https://openalex.org/I4210114698,China,Institute of Plasma Physics,https://openalex.org/I4210114698,China,Institute of Plasma Physics,https://openalex.org/I4210114698,China,Institute of Plasma Physics,https://openalex.org/I4210114698,China,Southeast University,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I76569877,China,Institute of Plasma Physics,https://openalex.org/I4210114698,China,Southeast University,https://openalex.org/I76569877,China,General Atomics (United States),https://openalex.org/I63533367,United States,Institute of Plasma Physics,https://openalex.org/I4210114698,China,Institute of Plasma Physics,https://openalex.org/I4210114698,China,,,,Wuhan University of Technology,https://openalex.org/I196699116,China,Chinese Academy of Sciences,https://openalex.org/I19820366,China,University of Science and Technology of China,https://openalex.org/I126520041,China,University of Science and Technology of China,https://openalex.org/I126520041,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tianyi Tang,A5102952551,4,False,True,False,False,China; United Kingdom,Hunan University,https://openalex.org/I16609230,China,Northeastern University,https://openalex.org/I9224756,China,University College London,https://openalex.org/I45129253,United Kingdom,,,,Nanjing University,https://openalex.org/I881766915,China,,,,Nanjing University,https://openalex.org/I881766915,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tianyu Liu,A5102740648,12,False,True,False,False,China; Germany,,,,Northeastern University,https://openalex.org/I9224756,China,Tsinghua University,https://openalex.org/I99065089,China,Beihang University,https://openalex.org/I82880672,China,University of Duisburg-Essen,https://openalex.org/I62318514,Germany,State Key Laboratory of Light Alloy Casting Technology for High-end Equipment,https://openalex.org/I4391767695,China,Shanghai Dianji University,https://openalex.org/I4210156189,China,Research Institute of Petroleum Exploration and Development,https://openalex.org/I4210112595,China,People's Liberation Army 401 Hospital,https://openalex.org/I4210104439,China,China Agricultural University,https://openalex.org/I52158045,China,Research Institute of Petroleum Exploration and Development,https://openalex.org/I4210112595,China,Shanghai Dianji University,https://openalex.org/I4210156189,China,Shanghai Dianji University,https://openalex.org/I4210156189,China,Sinopec (China),https://openalex.org/I106994412,China,Beihang University,https://openalex.org/I82880672,China,Beihang University,https://openalex.org/I82880672,China,Beihang University,https://openalex.org/I82880672,China,China University of Mining and Technology,https://openalex.org/I25757504,China,China University of Mining and Technology,https://openalex.org/I25757504,China,China University of Mining and Technology - Beijing,https://openalex.org/I4399598474,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wei Ding,A5066638397,12,False,True,False,False,China; France; Germany; United Kingdom,,,,Nanchang Hangkong University,https://openalex.org/I927504317,China,Oldham Council,https://openalex.org/I4210164339,United Kingdom,Laboratoire de Dynamique des Fluides,https://openalex.org/I4210148884,France,Laboratoire de Dynamique des Fluides,https://openalex.org/I4210148884,France,Tianjin Renai College,https://openalex.org/I4403928323,China,Jiangsu University of Science and Technology,https://openalex.org/I4210096899,China,TU Dresden,https://openalex.org/I78650965,Germany,TU Dresden,https://openalex.org/I78650965,Germany,TU Dresden,https://openalex.org/I78650965,Germany,Helmholtz-Zentrum Dresden-Rossendorf,https://openalex.org/I2801798921,Germany,Jilin Medical University,https://openalex.org/I4210136497,China,Jilin Medical University,https://openalex.org/I4210136497,China,Air Force Engineering University,https://openalex.org/I4210104252,China,Shanghai University,https://openalex.org/I113940042,China,,,,Tianjin University,https://openalex.org/I162868743,China,,,,Qingdao Municipal Hospital,https://openalex.org/I4210119987,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shanghai University,https://openalex.org/I113940042,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wei Wang,A5100391896,22,False,True,True,False,Canada; China; Hong Kong; Macao; United States,Macao Polytechnic University,https://openalex.org/I49835588,Macao,Shaanxi Normal University,https://openalex.org/I88830068,China,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,China,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Bank of China,https://openalex.org/I917184967,China,Tsinghua University,https://openalex.org/I99065089,China,South China University of Technology,https://openalex.org/I90610280,China,University of Hong Kong,https://openalex.org/I889458895,Hong Kong,Northeastern University,https://openalex.org/I9224756,China,Tsinghua University,https://openalex.org/I99065089,China,Hebei GEO University,https://openalex.org/I95946905,China,Michigan State University,https://openalex.org/I87216513,United States,"University of Maryland, Baltimore County",https://openalex.org/I79272384,United States,Tsinghua University,https://openalex.org/I99065089,China,Air Force Medical University,https://openalex.org/I9916479,China,Renmin University of China,https://openalex.org/I78988378,China,Nanjing University,https://openalex.org/I881766915,China,Case Western Reserve University,https://openalex.org/I58956616,United States,Indiana University – Purdue University Indianapolis,https://openalex.org/I55769427,United States,Fudan University,https://openalex.org/I24943067,China,Fudan University,https://openalex.org/I24943067,China,Southeast University,https://openalex.org/I76569877,China,Yangzhou University,https://openalex.org/I78978612,China,Southeast University,https://openalex.org/I76569877,China,,,,,,,,,,Simon Fraser University,https://openalex.org/I18014758,Canada,New Mexico State University,https://openalex.org/I10052268,United States,,,,,,,,,,,,,Dalian University of Technology,https://openalex.org/I27357992,China,,,,,,,,,
Wenbiao Yin,A5004964825,2,False,True,False,False,China; Taiwan,,,,Heilongjiang Provincial Academy of Agricultural Sciences,https://openalex.org/I4210100054,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Academia Sinica,https://openalex.org/I84653119,Taiwan,,,
Wenbin Ge,A5013425805,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X.-C. Zhang,A5087184425,10,False,True,True,False,China; United States,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,China,Tsinghua University,https://openalex.org/I99065089,China,Milliman (United States),https://openalex.org/I879441112,United States,University of Rochester,https://openalex.org/I5388228,United States,University of Rochester,https://openalex.org/I5388228,United States,University of Rochester,https://openalex.org/I5388228,United States,Air Force Medical University,https://openalex.org/I9916479,China,Air Force Medical University,https://openalex.org/I9916479,China,Capital Normal University,https://openalex.org/I96852419,China,Air Force Medical University,https://openalex.org/I9916479,China,University of Rochester,https://openalex.org/I5388228,United States,Air Force Medical University,https://openalex.org/I9916479,China,University of Rochester,https://openalex.org/I5388228,United States,University of Rochester,https://openalex.org/I5388228,United States,University of Rochester,https://openalex.org/I5388228,United States,Jilin University,https://openalex.org/I194450716,China,Rensselaer Polytechnic Institute,https://openalex.org/I165799507,United States,Air Force Medical University,https://openalex.org/I9916479,China,Rensselaer Polytechnic Institute,https://openalex.org/I165799507,United States,Rensselaer Polytechnic Institute,https://openalex.org/I165799507,United States,Rensselaer Polytechnic Institute,https://openalex.org/I165799507,United States,Columbia University,https://openalex.org/I78577930,United States,Rensselaer Polytechnic Institute,https://openalex.org/I165799507,United States,Rensselaer Polytechnic Institute,https://openalex.org/I165799507,United States,Rensselaer Polytechnic Institute,https://openalex.org/I165799507,United States,Rensselaer Polytechnic Institute,https://openalex.org/I165799507,United States,Rensselaer Polytechnic Institute,https://openalex.org/I165799507,United States,Rensselaer Polytechnic Institute,https://openalex.org/I165799507,United States,Rensselaer Polytechnic Institute,https://openalex.org/I165799507,United States,Peking University,https://openalex.org/I20231570,China,Rensselaer Polytechnic Institute,https://openalex.org/I165799507,United States,Rensselaer Polytechnic Institute,https://openalex.org/I165799507,United States,Rensselaer Polytechnic Institute,https://openalex.org/I165799507,United States,Rensselaer Polytechnic Institute,https://openalex.org/I165799507,United States,Columbia University,https://openalex.org/I78577930,United States,Columbia University,https://openalex.org/I78577930,United States,Columbia University,https://openalex.org/I78577930,United States,,,,,,,,,
Xiaodong Deng,A5077242351,14,False,True,True,False,China; Singapore; Sweden; United States,,,,Hainan Medical University,https://openalex.org/I79731167,China,Zhanjiang Experimental Station,https://openalex.org/I4210151662,China,China Telecom,https://openalex.org/I4387153335,China,Chengdu University of Traditional Chinese Medicine,https://openalex.org/I53411278,China,Chengdu University of Traditional Chinese Medicine,https://openalex.org/I53411278,China,Panzhihua Central Hospital,https://openalex.org/I4210139405,China,Oakland University,https://openalex.org/I177721651,United States,National University Health System,https://openalex.org/I4210150261,Singapore,Chinese Academy of Tropical Agricultural Sciences,https://openalex.org/I107851509,China,National University Health System,https://openalex.org/I4210150261,Singapore,Chinese Academy of Tropical Agricultural Sciences,https://openalex.org/I107851509,China,Oakland University,https://openalex.org/I177721651,United States,University of Rochester,https://openalex.org/I5388228,United States,Sichuan Academy Of Social Sciences,https://openalex.org/I4210156995,China,Hainan Medical College Hospital,https://openalex.org/I4210158567,China,Oakland University,https://openalex.org/I177721651,United States,Oakland University,https://openalex.org/I177721651,United States,Shanghai Jiao Tong University,https://openalex.org/I183067930,China,Umeå University,https://openalex.org/I90267481,Sweden,,,,,,,Oakland University,https://openalex.org/I177721651,United States,University of Rochester,https://openalex.org/I5388228,United States,,,,Oakland University,https://openalex.org/I177721651,United States,,,,University of Toledo,https://openalex.org/I90871651,United States,University of Toledo,https://openalex.org/I90871651,United States,University of Toledo,https://openalex.org/I90871651,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiaohuan Zhou,A5042419848,2,True,True,False,False,China,,,,Pingdingshan University,https://openalex.org/I151878197,China,Pingdingshan University,https://openalex.org/I151878197,China,,,,,,,Pingdingshan University,https://openalex.org/I151878197,China,Beijing Luhe Hospital Affiliated to Capital Medical University,https://openalex.org/I4210114604,China,,,,Beijing Luhe Hospital Affiliated to Capital Medical University,https://openalex.org/I4210114604,China,Beijing Luhe Hospital Affiliated to Capital Medical University,https://openalex.org/I4210114604,China,Beijing Luhe Hospital Affiliated to Capital Medical University,https://openalex.org/I4210114604,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xingxuan Zhang,A5054452505,2,True,True,False,False,China,Shanghai Sixth People's Hospital,https://openalex.org/I4210144482,China,Shanghai Sixth People's Hospital,https://openalex.org/I4210144482,China,,,,,,,,,,,,,Shanghai Jiao Tong University,https://openalex.org/I183067930,China,Shanghai Jiao Tong University,https://openalex.org/I183067930,China,Shanghai Jiao Tong University,https://openalex.org/I183067930,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xingzhang Ren,A5054086732,4,False,True,True,False,China; United States,,,,,,,Sacred Heart Hospital,https://openalex.org/I4210108516,United States,Sichuan University,https://openalex.org/I24185976,China,Alibaba Group (United States),https://openalex.org/I4210095624,United States,Peking University,https://openalex.org/I20231570,China,,,,,,,Peking University,https://openalex.org/I20231570,China,Peking University,https://openalex.org/I20231570,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinyu Wang,A5016518215,19,False,True,True,False,China; Japan; United States,Tianjin Normal University,https://openalex.org/I15062923,China,China People's Police University,https://openalex.org/I79995938,China,Southeast University,https://openalex.org/I76569877,China,Shandong Agricultural University,https://openalex.org/I74485261,China,University of Electronic Science and Technology of China,https://openalex.org/I150229711,China,Heilongjiang University,https://openalex.org/I55022517,China,Yangtze University,https://openalex.org/I177739611,China,Detection Limit (United States),https://openalex.org/I4210158959,United States,Nanjing Medical University,https://openalex.org/I83519826,China,Washington State University,https://openalex.org/I72951846,United States,South China Normal University,https://openalex.org/I187400657,China,Zhejiang University of Science and Technology,https://openalex.org/I168879160,China,Wuhan University of Technology,https://openalex.org/I196699116,China,Northeastern University,https://openalex.org/I9224756,China,Northeastern University,https://openalex.org/I9224756,China,Huashan Hospital,https://openalex.org/I4210159575,China,Harbin Institute of Technology,https://openalex.org/I204983213,China,,,,,,,,,,Yantai University,https://openalex.org/I18452120,China,Tokushima University,https://openalex.org/I922474255,Japan,,,,,,,,,,,,,Clemson University,https://openalex.org/I8078737,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinyu Zhang,A5113282767,3,True,True,False,False,China,,,,Hubei University of Technology,https://openalex.org/I74525822,China,Nanjing Forestry University,https://openalex.org/I167027274,China,State Key Laboratory of Hydraulics and Mountain River Engineering,https://openalex.org/I4391767678,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xipin Wei,A5114209988,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu Jin,A5040380861,4,True,True,False,False,China,,,,Chinese Academy of Medical Sciences & Peking Union Medical College,https://openalex.org/I200296433,China,Dongguan University of Technology,https://openalex.org/I2799850029,China,Beijing Institute of Fashion Technology,https://openalex.org/I102882674,China,University of Nottingham Ningbo China,https://openalex.org/I13591777,China,University of Nottingham Ningbo China,https://openalex.org/I13591777,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xuancheng Ren,A5049239373,4,False,True,True,False,China; United States,,,,Fudan University,https://openalex.org/I24943067,China,Sacred Heart Hospital,https://openalex.org/I4210108516,United States,Alibaba Group (United States),https://openalex.org/I4210095624,United States,Peking University,https://openalex.org/I20231570,China,Peking University,https://openalex.org/I20231570,China,Peking University,https://openalex.org/I20231570,China,Peking University,https://openalex.org/I20231570,China,Peking University,https://openalex.org/I20231570,China,Peking University,https://openalex.org/I20231570,China,,,,Peking University,https://openalex.org/I20231570,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xuejing Liu,A5101944063,3,True,True,False,False,China,,,,Hainan Maternal and Child Health Hospital,https://openalex.org/I4210086862,China,,,,,,,,,,Tianjin Medical University,https://openalex.org/I5740404,China,Chinese Academy of Medical Sciences & Peking Union Medical College,https://openalex.org/I200296433,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yang An,A5100459627,22,False,True,True,False,China; France; Germany; Singapore; Taiwan; United States,China Agricultural University,https://openalex.org/I52158045,China,Northeastern University,https://openalex.org/I9224756,China,China National Petroleum Corporation (China),https://openalex.org/I98227222,China,Northeastern University,https://openalex.org/I9224756,China,Changchun University,https://openalex.org/I49232843,China,Technical University of Munich,https://openalex.org/I62916508,Germany,Jilin Agricultural University,https://openalex.org/I4210152006,China,China Medical University,https://openalex.org/I91656880,China,Baidu (China),https://openalex.org/I98301712,China,VA Greater Los Angeles Healthcare System,https://openalex.org/I4210156876,United States,Xi'an University of Technology,https://openalex.org/I4210131919,China,Beijing Information Science & Technology University,https://openalex.org/I78675632,China,Nanyang Technological University,https://openalex.org/I172675005,Singapore,China Agricultural University,https://openalex.org/I52158045,China,PLA Navy General Hospital,https://openalex.org/I4210140386,China,Tianjin Medical University,https://openalex.org/I5740404,China,Anhui University of Science and Technology,https://openalex.org/I184681353,China,Northeast Forestry University,https://openalex.org/I47689461,China,Guiyang Medical University,https://openalex.org/I149137203,China,Xinqiao Hospital,https://openalex.org/I4210117763,China,,,,National Taipei University of Technology,https://openalex.org/I118292597,Taiwan,Wuhan University,https://openalex.org/I37461747,China,,,,,,,,,,Sun Yat-sen University Cancer Center,https://openalex.org/I4210146711,China,,,,,,,,,,,,,Hôpital Broussais,https://openalex.org/I4210166329,France,,,,,,,,,,,,,,,,,,,,,,,,
