Author,No. Papers,Notes,OA_Profile,OA_ID,ORCID,Display_name,Display_name_alternatives,works_count,cited_by_count,2yr_mean_citedness,h_index,i10_index,ID-1970,ID-1971,ID-1975,ID-1978,ID-1982,affiliation-1970,affiliation-1971,affiliation-1975,affiliation-1978,affiliation-1982,unique_affiliation_count,all_china,some_china,some_usa,all_usa,all_countries,affiliation_display_name_1982,affiliation_id_1982,affiliation_country_1982,affiliation_display_name_1978,affiliation_id_1978,affiliation_country_1978,affiliation_display_name_1975,affiliation_id_1975,affiliation_country_1975,affiliation_display_name_1971,affiliation_id_1971,affiliation_country_1971,affiliation_display_name_1970,affiliation_id_1970,affiliation_country_1970,affiliation_data,unique_country_count,Most Recent Affiliation Year,Most Recent Affiliation,Most Recent Affiliation Country,affiliation_id_1984,affiliation_country_1984,affiliation_display_name_1984,affiliation_id_1985,affiliation_country_1985,affiliation_display_name_1985,affiliation_id_1986,affiliation_country_1986,affiliation_display_name_1986,affiliation_id_1987,affiliation_country_1987,affiliation_display_name_1987,affiliation_id_1988,affiliation_country_1988,affiliation_display_name_1988,affiliation_id_1989,affiliation_country_1989,affiliation_display_name_1989,affiliation_id_1990,affiliation_country_1990,affiliation_display_name_1990,affiliation_id_1991,affiliation_country_1991,affiliation_display_name_1991,affiliation_id_1992,affiliation_country_1992,affiliation_display_name_1992,affiliation_id_1993,affiliation_country_1993,affiliation_display_name_1993,affiliation_id_1994,affiliation_country_1994,affiliation_display_name_1994,affiliation_id_1995,affiliation_country_1995,affiliation_display_name_1995,affiliation_id_1996,affiliation_country_1996,affiliation_display_name_1996,affiliation_id_1997,affiliation_country_1997,affiliation_display_name_1997,affiliation_id_1998,affiliation_country_1998,affiliation_display_name_1998,affiliation_id_1999,affiliation_country_1999,affiliation_display_name_1999,affiliation_id_2000,affiliation_country_2000,affiliation_display_name_2000,affiliation_id_2001,affiliation_country_2001,affiliation_display_name_2001,affiliation_id_2002,affiliation_country_2002,affiliation_display_name_2002,affiliation_id_2003,affiliation_country_2003,affiliation_display_name_2003,affiliation_id_2004,affiliation_country_2004,affiliation_display_name_2004,affiliation_id_2005,affiliation_country_2005,affiliation_display_name_2005,affiliation_id_2006,affiliation_country_2006,affiliation_display_name_2006,affiliation_id_2007,affiliation_country_2007,affiliation_display_name_2007,affiliation_id_2008,affiliation_country_2008,affiliation_display_name_2008,affiliation_id_2009,affiliation_country_2009,affiliation_display_name_2009,affiliation_id_2010,affiliation_country_2010,affiliation_display_name_2010,affiliation_id_2011,affiliation_country_2011,affiliation_display_name_2011,affiliation_id_2012,affiliation_country_2012,affiliation_display_name_2012,affiliation_id_2013,affiliation_country_2013,affiliation_display_name_2013,affiliation_id_2014,affiliation_country_2014,affiliation_display_name_2014,affiliation_id_2015,affiliation_country_2015,affiliation_display_name_2015,affiliation_id_2016,affiliation_country_2016,affiliation_display_name_2016,affiliation_id_2017,affiliation_country_2017,affiliation_display_name_2017,affiliation_id_2018,affiliation_country_2018,affiliation_display_name_2018,affiliation_id_2019,affiliation_country_2019,affiliation_display_name_2019,affiliation_id_2020,affiliation_country_2020,affiliation_display_name_2020,affiliation_id_2021,affiliation_country_2021,affiliation_display_name_2021,affiliation_id_2022,affiliation_country_2022,affiliation_display_name_2022,affiliation_id_2023,affiliation_country_2023,affiliation_display_name_2023,affiliation_id_2024,affiliation_country_2024,affiliation_display_name_2024,affiliation_id_2025,affiliation_country_2025,affiliation_display_name_2025,affiliation_id_2026,affiliation_country_2026,affiliation_display_name_2026
Bohong Yin,3,,https://openalex.org/A5124884744,A5124884744,,Bohong Yin,"Bohong Yin, Yin, Bohong",2,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bowei Xing,3,,https://openalex.org/A5028438544,A5028438544,https://orcid.org/0009-0001-3254-3902,Bowei Xing,"Bo-wei Xing, Bowei Xing, Xing, Bowei",47,319,1.2222222222222223,10,11,,,,,,,,,,,2,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2025,Dalian Naval Academy,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4401200389,China,Dalian Naval Academy,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I4401200389,China,Dalian Naval Academy,https://openalex.org/I4401200389,China,Dalian Naval Academy,,,
Bowen Qu,2,,https://openalex.org/A5124927511,A5124927511,,Bowen Qu,"Bowen Qu, Qu, Bowen",2,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bowen Wang,2,,https://openalex.org/A5100412535,A5100412535,https://orcid.org/0000-0001-5794-2144,Bowen Wang,"Bo-Wen Wang, Bo-wen Wang, Bowen Wang, Bowen wang, Wang, Bowen",77,643,2.1666666666666665,14,22,,,,,,,,,,,9,False,True,True,False,"China, Sweden, United States",,,,,,,,,,,,,,,,True,3,2026,North China Electric Power University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I86987016,Sweden,KTH Royal Institute of Technology,,,,,,,,,,https://openalex.org/I4210104681,China,Tongliao Academy of Agricultural Sciences,,,,https://openalex.org/I31683504,China,Beijing Forestry University,,,,https://openalex.org/I47689461,China,Northeast Forestry University,https://openalex.org/I80432865,China,Hainan Tropical Ocean University,https://openalex.org/I47689461,China,Northeast Forestry University,https://openalex.org/I47689461,China,Northeast Forestry University,https://openalex.org/I47689461,China,Northeast Forestry University,https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I80143920,China,Shandong University of Science and Technology,https://openalex.org/I80143920,China,Shandong University of Science and Technology,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I153473198,China,North China Electric Power University
C. H. Jiang,1,,https://openalex.org/A5106306615,A5106306615,,C. H. Jiang,"C. H. Jiang, C. H. Jiang, F. Iemmi, Jiang, Changjiu",16,940,4.25,12,13,,,,,,,,,,,2,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2025,Peking University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210137180,China,Institute of High Energy Physics,https://openalex.org/I4210137180,China,Institute of High Energy Physics,,,,https://openalex.org/I4210137180,China,Institute of High Energy Physics,,,,,,,,,,https://openalex.org/I4210137180,China,Institute of High Energy Physics,https://openalex.org/I4210137180,China,Institute of High Energy Physics,,,,,,,,,,,,,https://openalex.org/I20231570,China,Peking University,,,
C. H. Li,1,,https://openalex.org/A5124970746,A5124970746,,C. H. Li,"C. H. Li, C. Li, Li, C., Li, C. H., Li, C. K.",8,0,0.0,0,0,,,,,,,,,,,1,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2026,Institute of High Energy Physics,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210137180,China,Institute of High Energy Physics
C.A. Tang,1,,https://openalex.org/A5053078202,A5053078202,https://orcid.org/0000-0002-2623-4556,C.A. Tang,"C Tang, C. A. Tang, C. Tang, C.-A. Tang, C.A Tang, C.A. Tang, Chao-Wei Tang, Chaoyue Tang, Chuan-jin Tang, Chuanjin Tang",110,6535,2.090909090909091,44,70,,,,,,,,,,,5,False,True,False,False,"China, Mexico, United Kingdom",,,,,,,,,,,,,,,,True,3,2026,Universidad del Noreste,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I9224756,China,Northeastern University,https://openalex.org/I9224756,China,Northeastern University,https://openalex.org/I9224756,China,Northeastern University,https://openalex.org/I9224756,China,Northeastern University,https://openalex.org/I9224756,China,Northeastern University,https://openalex.org/I9224756,China,Northeastern University,https://openalex.org/I9224756,China,Northeastern University,https://openalex.org/I9224756,China,Northeastern University,https://openalex.org/I9224756,China,Northeastern University,https://openalex.org/I9224756,China,Northeastern University,https://openalex.org/I27357992,China,Dalian University of Technology,https://openalex.org/I9224756,China,Northeastern University,https://openalex.org/I9224756,China,Northeastern University,https://openalex.org/I27357992,China,Dalian University of Technology,https://openalex.org/I27357992,China,Dalian University of Technology,https://openalex.org/I27357992,China,Dalian University of Technology,https://openalex.org/I27357992,China,Dalian University of Technology,https://openalex.org/I27357992,China,Dalian University of Technology,https://openalex.org/I27357992,China,Dalian University of Technology,https://openalex.org/I27357992,China,Dalian University of Technology,https://openalex.org/I27357992,China,Dalian University of Technology,https://openalex.org/I27357992,China,Dalian University of Technology,https://openalex.org/I27357992,China,Dalian University of Technology,https://openalex.org/I27357992,China,Dalian University of Technology,https://openalex.org/I142263535,United Kingdom,University of Nottingham,https://openalex.org/I142263535,United Kingdom,University of Nottingham,https://openalex.org/I142263535,United Kingdom,University of Nottingham,https://openalex.org/I4210165339,China,Ningbo Institute of Industrial Technology,https://openalex.org/I87182695,Mexico,Universidad del Noreste
Chao Hong,3,,https://openalex.org/A5124961384,A5124961384,,Chao Hong,"Chao Hong, Hong, Chao",2,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chaoran Tian,2,,https://openalex.org/A5085432390,A5085432390,,Chaoran Tian,"Chaoran Tian, Tian, Chaoran",6,96,0.0,3,3,,,,,,,,,,,2,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2023,Zhejiang University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,,,,https://openalex.org/I76130692,China,Zhejiang University,,,,https://openalex.org/I76130692,China,Zhejiang University,,,,,,,,,
Cheng Chen,4,,https://openalex.org/A5064269942,A5064269942,,Cheng Chen,"C. Chen, Chen Cheng, Chen, C., Chen, Cheng, Cheng CHEN, Cheng Chen, Cheng chen",36,3108,10.0,17,23,,,,,,,,,,,5,False,True,False,False,"China, United Kingdom",,,,,,,,,,,,,,,,True,2,2025,Shanghai Institute of Pollution Control and Ecological Security,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I40120149,United Kingdom,University of Oxford,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I40120149,United Kingdom,University of Oxford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210160841,China,Hubei Cancer Hospital,https://openalex.org/I40120149,United Kingdom,University of Oxford,https://openalex.org/I40120149,United Kingdom,University of Oxford,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I40120149,United Kingdom,University of Oxford,https://openalex.org/I40120149,United Kingdom,University of Oxford,https://openalex.org/I40120149,United Kingdom,University of Oxford,https://openalex.org/I4210092495,China,Suzhou Institute of Nano-tech and Nano-bionics,https://openalex.org/I40120149,United Kingdom,University of Oxford,,,,https://openalex.org/I4392738303,China,Shanghai Institute of Pollution Control and Ecological Security,,,
Cheng Li,3,,https://openalex.org/A5100354298,A5100354298,https://orcid.org/0000-0003-4366-6139,Cheng Li,"CHENG LI, Cheng LI, Cheng Li, Chengqi Li, Fengde Wang, L Cheng, L S Cheng, L. Cheng, Li Cheng, Li Shu-Chuan Cheng",303,17867,4.537037037037037,44,137,,,,,,,,,,,16,False,True,True,False,"China, Taiwan, United Kingdom, United States",,,,,,,,,,,,,,,,True,4,2025,Chongqing Medical University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I1298353152,United States,SRI International,,,,https://openalex.org/I1298353152,United States,SRI International,https://openalex.org/I152743029,Taiwan,Kaohsiung Medical University,https://openalex.org/I75390827,China,Beijing University of Chemical Technology,,,,https://openalex.org/I4210157459,United States,Biostatistical Consulting (United States),https://openalex.org/I4210157459,United States,Biostatistical Consulting (United States),https://openalex.org/I4210117453,United States,Dana-Farber Cancer Institute,https://openalex.org/I28290843,United Kingdom,University of Surrey,https://openalex.org/I43922553,China,Wuhan University of Science and Technology,https://openalex.org/I4210154338,China,Hubei Engineering University,https://openalex.org/I4210138501,China,Chinese Academy of Agricultural Sciences,https://openalex.org/I4210117453,United States,Dana-Farber Cancer Institute,https://openalex.org/I4210138501,China,Chinese Academy of Agricultural Sciences,https://openalex.org/I4210165559,China,Institute of Soil Science,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I90610280,China,South China University of Technology,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I89652312,China,Northwest A&F University,https://openalex.org/I92039509,China,Guangzhou Medical University,https://openalex.org/I90610280,China,South China University of Technology,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I89652312,China,Northwest A&F University,https://openalex.org/I89652312,China,Northwest A&F University,https://openalex.org/I90610280,China,South China University of Technology,https://openalex.org/I899859998,China,Qiqihar Medical University,https://openalex.org/I87780372,China,Chongqing Medical University,,,
Cheng Liu,1,,https://openalex.org/A5124963139,A5124963139,,Cheng Liu,"Cheng Liu, Liu, Cheng",7,0,0.0,0,0,,,,,,,,,,,1,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2026,Institute of Applied Physics and Computational Mathematics,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210145278,China,Institute of Applied Physics and Computational Mathematics
Chengde Liao,1,,https://openalex.org/A5041295761,A5041295761,https://orcid.org/0000-0002-8891-7555,Chengde Liao,"C. L. Liao, C. Liao, Cheng-De Liao, Cheng-de Liao, Chengde Liao, Cheng‐De Liao, Chonghua Liao, Liao, Chonghua",82,1218,2.3333333333333335,15,23,,,,https://openalex.org/I97018004,,,,,Stanford University,,6,False,True,True,False,"China, United States",,,,Stanford University,https://openalex.org/I97018004,United States,,,,,,,,,,True,2,2025,Yan'an Hospital Affiliated To Kunming Medical University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210091335,China,Kunming Children's Hospital,,,,,,,https://openalex.org/I157773358,China,Sun Yat-sen University,https://openalex.org/I4210097354,China,Sun Yat-sen Memorial Hospital,https://openalex.org/I26080491,China,Kunming Medical University,,,,,,,https://openalex.org/I26080491,China,Kunming Medical University,https://openalex.org/I26080491,China,Kunming Medical University,https://openalex.org/I26080491,China,Kunming Medical University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I26080491,China,Kunming Medical University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I26080491,China,Kunming Medical University,https://openalex.org/I26080491,China,Kunming Medical University,https://openalex.org/I4210146235,China,Yan'an Hospital Affiliated To Kunming Medical University,https://openalex.org/I4210146235,China,Yan'an Hospital Affiliated To Kunming Medical University,https://openalex.org/I4210146235,China,Yan'an Hospital Affiliated To Kunming Medical University,,,
Chengjie Wu,1,,https://openalex.org/A5124926117,A5124926117,,Chengjie Wu,"Chengjie Wu, Wu, Chengjie",3,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chenguang Zhao,1,,https://openalex.org/A5101939842,A5101939842,https://orcid.org/0000-0002-7336-3625,Chenguang Zhao,"Chen-Guang Zhao, Chen-guang ZHAO, Chenguang Zhao, Zhao Chenguang, Zhao, Chenguang",23,68,1.6666666666666667,6,1,,,,,,,,,,,6,False,True,False,False,"China, United Kingdom",,,,,,,,,,,,,,,,True,2,2025,Nanjing University of Chinese Medicine,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I125904092,China,Shenyang Aerospace University,https://openalex.org/I125904092,China,Shenyang Aerospace University,https://openalex.org/I42852656,China,Shenyang University,https://openalex.org/I125904092,China,Shenyang Aerospace University,,,,,,,,,,,,,https://openalex.org/I198091727,China,Tianjin Polytechnic University,https://openalex.org/I82880672,China,Beihang University,https://openalex.org/I82880672,China,Beihang University,,,,,,,https://openalex.org/I4210164339,United Kingdom,Oldham Council,https://openalex.org/I82880672,China,Beihang University,https://openalex.org/I131434179,China,Nanjing University of Chinese Medicine,,,
Chengyang Gong,1,,https://openalex.org/A5124886982,A5124886982,,Chengyang Gong,"Chengyang Gong, Gong, Chengyang",2,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chengzhen Yu,1,,https://openalex.org/A5123765903,A5123765903,,Chengzhen Yu,"Chengzhen Yu, Yu, Chengzhen",4,0,0.0,0,0,,,,,,,,,,,1,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2026,Guangzhou University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I37987034,China,Guangzhou University
Chenjun Xiao,3,,https://openalex.org/A5026521600,A5026521600,,Chenjun Xiao,"Chenjun Xiao, Xiao Chenjun, Xiao, Chenjun",45,217,0.875,8,8,,,,,,,,,,,6,False,True,False,False,"Canada, China, Hong Kong, Sweden",,,,,,,,,,,,,,,,True,4,2025,University of Hong Kong,Hong Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I9224756,China,Northeastern University,,,,https://openalex.org/I9224756,China,Northeastern University,https://openalex.org/I9224756,China,Northeastern University,https://openalex.org/I154425047,Canada,University of Alberta,https://openalex.org/I154425047,Canada,University of Alberta,https://openalex.org/I154425047,Canada,University of Alberta,https://openalex.org/I154425047,Canada,University of Alberta,https://openalex.org/I4210148186,Canada,Google (Canada),https://openalex.org/I4210148186,Canada,Google (Canada),https://openalex.org/I4210106134,China,Guangzhou Vocational College of Science and Technology,,,,https://openalex.org/I4210159102,Sweden,Huawei Technologies (Sweden),https://openalex.org/I889458895,Hong Kong,University of Hong Kong,,,
Chenlin Zhang,1,,https://openalex.org/A5103265154,A5103265154,https://orcid.org/0000-0001-5116-4046,Chenlin Zhang,"Chenlin Zhang, Zhang, Chenlin",34,305,2.25,9,8,,,,,,,,,,,6,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2025,Center for Life Sciences,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I150229711,China,University of Electronic Science and Technology of China,,,,https://openalex.org/I150229711,China,University of Electronic Science and Technology of China,,,,https://openalex.org/I4210165845,China,Southwestern Institute of Physics,https://openalex.org/I4210165845,China,Southwestern Institute of Physics,https://openalex.org/I4210165845,China,Southwestern Institute of Physics,https://openalex.org/I37796252,China,Beijing University of Technology,https://openalex.org/I4385474403,China,Changchun University of Technology,https://openalex.org/I24201400,China,Chengdu University of Information Technology,https://openalex.org/I4210160507,China,Center for Life Sciences,,,
Chensi Wang,2,,https://openalex.org/A5124891365,A5124891365,,Chensi Wang,"Chensi Wang, Wang, Chensi",2,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chenyu Liu,2,,https://openalex.org/A5124951517,A5124951517,,Chenyu Liu,"Chenyu Liu, Liu, Chenyu",2,0,0.0,0,0,,,,,,,,,,,1,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2026,Henan Cancer Hospital,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210143608,China,Henan Cancer Hospital
Chenzhuang Du,4,,https://openalex.org/A5044355459,A5044355459,,Chenzhuang Du,"Chenzhuang Du, Du, Chenzhuang",10,95,5.5,4,3,,,,,,,,,,,1,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2022,Tsinghua University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I99065089,China,Tsinghua University,,,,https://openalex.org/I99065089,China,Tsinghua University,,,,,,,,,,,,
Chu Wei,3,,https://openalex.org/A5124914070,A5124914070,,Chu Wei,"Chu Wei, Wei, Chu",2,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chuan Wen,1,,https://openalex.org/A5101053077,A5101053077,,Chuan Wen,"Chuan WEN, Chuan Wen, Chuan Wen Chi, Ismail Saad, Wen, Chuan",76,147,1.3793103448275863,6,4,,,,,,,,,,,9,False,True,False,False,"Australia, Belgium, China, Taiwan",,,,,,,,,,,,,,,,True,4,2025,Ghent University,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I33374188,Taiwan,Kao Yuan University,,,,,,,,,,,,,,,,https://openalex.org/I17747738,China,Beijing University of Chinese Medicine,https://openalex.org/I158842170,China,Chongqing University,https://openalex.org/I205640436,Australia,Curtin University,,,,,,,,,,https://openalex.org/I183816158,China,Zhaoqing University,https://openalex.org/I183816158,China,Zhaoqing University,https://openalex.org/I183816158,China,Zhaoqing University,,,,https://openalex.org/I4210153856,China,Second Xiangya Hospital of Central South University,,,,,,,,,,https://openalex.org/I183067930,China,Shanghai Jiao Tong University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I32597200,Belgium,Ghent University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I32597200,Belgium,Ghent University,,,
Chuang Wang,1,,https://openalex.org/A5124963459,A5124963459,,Chuang Wang,"Chuang Wang, Wang, Chuang",1,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chuning Tang,1,,https://openalex.org/A5020781967,A5020781967,https://orcid.org/0000-0002-7798-1375,Chuning Tang,"Chuning Tang, Tang, Chuning",3,56,0.0,1,1,,,,,,,,,,,1,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2021,Beijing University of Chemical Technology,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I75390827,China,Beijing University of Chemical Technology,,,,,,,,,,,,,,,
Cong Zeng,1,,https://openalex.org/A5078779392,A5078779392,https://orcid.org/0000-0003-1003-9382,Cong Zeng,"C. Zeng, Cong ZENG, Cong Zeng, Zeng, Cong",71,1658,2.5625,18,30,,,,,,,,,,,10,False,True,False,False,"China, New Zealand, Portugal",,,,,,,,,,,,,,,,True,3,2025,Fuzhou University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210086486,China,Zhaotong University,,,,,,,,,,https://openalex.org/I204823248,China,Huazhong Agricultural University,https://openalex.org/I71503853,Portugal,University of Algarve,https://openalex.org/I41156924,New Zealand,Victoria University of Wellington,https://openalex.org/I41156924,New Zealand,Victoria University of Wellington,https://openalex.org/I204823248,China,Huazhong Agricultural University,https://openalex.org/I45935490,New Zealand,National Institute of Water and Atmospheric Research,https://openalex.org/I52180223,China,Hunan Agricultural University,https://openalex.org/I2802608112,China,Shanghai Chest Hospital,https://openalex.org/I52180223,China,Hunan Agricultural University,https://openalex.org/I52180223,China,Hunan Agricultural University,https://openalex.org/I52180223,China,Hunan Agricultural University,https://openalex.org/I52180223,China,Hunan Agricultural University,https://openalex.org/I183067930,China,Shanghai Jiao Tong University,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I80947539,China,Fuzhou University,,,
Congcong Wang,3,,https://openalex.org/A5111099880,A5111099880,https://orcid.org/0009-0006-5330-4691,Congcong Wang,"Congcong Wang, Wang, Congcong",9,43,4.857142857142857,4,2,,,,,,,,,,,1,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2025,Center for Excellence in Brain Science and Intelligence Technology,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210097554,China,Center for Excellence in Brain Science and Intelligence Technology,,,,https://openalex.org/I4210097554,China,Center for Excellence in Brain Science and Intelligence Technology,,,
