Author,No. Papers,Notes,OA_Profile,OA_ID,Papers
Yashowardhan Shinde,1,,https://openalex.org/A5120450202,A5120450202,5
Yashuo Luo,1,,,,3
Yebo Peng,1,,,,3
Yejie Wang,5,,https://openalex.org/A5075248805,A5075248805,"1, 2, 3, 4, 6"
Yi Gu,1,,https://openalex.org/A5100621679,A5100621679,5
Yi He,1,,https://openalex.org/A5002936232,A5002936232,6
Yi Yang,2,,https://openalex.org/A5124918471,A5124918471,"3, 6"
Yibo Liu,3,,https://openalex.org/A5100656708,A5100656708,"3, 4, 6"
Yibo Miao,3,,https://openalex.org/A5045257498,A5045257498,"2, 3, 6"
Yichang Xu,1,,https://openalex.org/A5124891052,A5124891052,6
Yichen Feng,2,,https://openalex.org/A5124891379,A5124891379,"3, 6"
Yicheng Gu,1,,https://openalex.org/A5032326279,A5032326279,6
Yichi Zhang,2,,https://openalex.org/A5124948889,A5124948889,"3, 6"
Yicun Chen,1,,https://openalex.org/A5124886358,A5124886358,6
Yifan Bai,2,,https://openalex.org/A5124911098,A5124911098,"3, 6"
Yifei Xin,1,,https://openalex.org/A5040345182,A5040345182,6
Yifeng Liu,1,,https://openalex.org/A5047022716,A5047022716,1
Yikai Zhao,2,,https://openalex.org/A5124968649,A5124968649,"3, 6"
Yimin Chen,2,,https://openalex.org/A5100377728,A5100377728,"2, 6"
Yiming Qin,2,,https://openalex.org/A5025327117,A5025327117,"1, 2"
Ying Yang,2,,https://openalex.org/A5124934706,A5124934706,"3, 6"
Ying Zou,1,,https://openalex.org/A5124929711,A5124929711,6
Yingguo Yang,1,,https://openalex.org/A5054579017,A5054579017,1
Yingjiang Chen,1,,https://openalex.org/A5089598220,A5089598220,6
Yingwei Ma,2,,https://openalex.org/A5124924700,A5124924700,"3, 6"
Yiping Bao,3,,https://openalex.org/A5043216848,A5043216848,"1, 2, 3"
Yiping Liu,1,,,,3
Yipu Wang,1,,https://openalex.org/A5124905544,A5124905544,6
Yiqin Wang,3,,https://openalex.org/A5073872340,A5073872340,"2, 3, 6"
Yiwei Li,3,,https://openalex.org/A5124896215,A5124896215,"3, 4, 6"
Yizhi Zhang,3,,https://openalex.org/A5124895144,A5124895144,"3, 4, 6"
Yong-Sheng Yang,1,,https://openalex.org/A5052615725,A5052615725,5
Yongsheng Kang,2,,https://openalex.org/A5100931742,A5100931742,"2, 3"
Yongting Zhang,2,,https://openalex.org/A5124954332,A5124954332,"3, 6"
Youbo Shao,1,,https://openalex.org/A5124904376,A5124904376,6
Yu Fan,3,,https://openalex.org/A5124930344,A5124930344,"3, 4, 6"
Yu Jing,1,,https://openalex.org/A5112386744,A5112386744,6
Yu Zhang,3,,https://openalex.org/A5124961270,A5124961270,"3, 4, 6"
Yuan Cao,1,,https://openalex.org/A5124896638,A5124896638,6
Yuan Mei,1,,https://openalex.org/A5100735875,A5100735875,6
Yuankun Chen,2,,https://openalex.org/A5124889414,A5124889414,"3, 6"
Yuanxin Liu,2,,https://openalex.org/A5044541656,A5044541656,"2, 6"
Yuanying Guo,1,,https://openalex.org/A5124967773,A5124967773,6
Yubo Liu,1,,https://openalex.org/A5100747042,A5100747042,6
Yuchao Qian,1,,https://openalex.org/A5023154572,A5023154572,6
Yucheng Wang,2,,https://openalex.org/A5124876111,A5124876111,"4, 6"
Yucheng Wu,1,,https://openalex.org/A5000234334,A5000234334,2
Yuchong Xie,1,,https://openalex.org/A5124913117,A5124913117,6
