Author,No. Papers,Notes,OA_Profile,OA_ID,ORCID,Display_name,Display_name_alternatives,works_count,cited_by_count,2yr_mean_citedness,h_index,i10_index,ID-1989,ID-1993,ID-1994,ID-1997,ID-1999,ID-2000,ID-2001,ID-2002,ID-2003,ID-2004,ID-2005,ID-2006,ID-2007,ID-2008,ID-2009,ID-2010,ID-2011,ID-2012,ID-2013,ID-2014,ID-2015,ID-2016,ID-2017,ID-2018,ID-2019,ID-2020,ID-2021,ID-2022,ID-2023,ID-2024,ID-2025,affiliation-1989,affiliation-1993,affiliation-1994,affiliation-1997,affiliation-1999,affiliation-2000,affiliation-2001,affiliation-2002,affiliation-2003,affiliation-2004,affiliation-2005,affiliation-2006,affiliation-2007,affiliation-2008,affiliation-2009,affiliation-2010,affiliation-2011,affiliation-2012,affiliation-2013,affiliation-2014,affiliation-2015,affiliation-2016,affiliation-2017,affiliation-2018,affiliation-2019,affiliation-2020,affiliation-2021,affiliation-2022,affiliation-2023,affiliation-2024,affiliation-2025
Aixin Liu,4,,https://openalex.org/A5015078816,A5015078816,https://orcid.org/0000-0001-7152-511X,Aixin Liu,"Liu Aixin, Ai‐Xin Liu, Aixin Liu, Liu Ai‐xin",76,401,0.9333333333333333,12,14,,,,,,,,,,,,,,,,,https://openalex.org/I74485261,,https://openalex.org/I74485261,https://openalex.org/I74485261,https://openalex.org/I74485261,,https://openalex.org/I74485261,https://openalex.org/I74485261,https://openalex.org/I74485261,https://openalex.org/I74485261,,https://openalex.org/I204823248,https://openalex.org/I204823248,https://openalex.org/I143868143,https://openalex.org/I4210167213,,,,,,,,,,,,,,,,,Shandong Agricultural University,,Shandong Agricultural University,Shandong Agricultural University,Shandong Agricultural University,,Shandong Agricultural University,Shandong Agricultural University,Shandong Agricultural University,Shandong Agricultural University,,Huazhong Agricultural University,Huazhong Agricultural University,Anhui University,Lu'an First People's Hospital
Zhangli Sha,4,,https://openalex.org/A5020140830,A5020140830,,Zhangli Sha,"Z. D. Sha, Zhangli Sha",6,20,0.0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I87445476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xi'an Jiaotong University,,
Runxin Xu,4,,https://openalex.org/A5023594937,A5023594937,https://orcid.org/0000-0002-3876-2284,Runxin Xu,Runxin Xu,52,547,2.5238095238095237,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I183067930,https://openalex.org/I20231570,https://openalex.org/I20231570,https://openalex.org/I20231570,https://openalex.org/I47508984,,,,,,,,,,,,,,,,,,,,,,,,,,,Shanghai Jiao Tong University,Peking University,Peking University,Peking University,Imperial College London,
Yiliang Xiong,4,,https://openalex.org/A5028899653,A5028899653,,Yiliang Xiong,Yiliang Xiong,7,53,6.0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I17747738,,https://openalex.org/I17747738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beijing University of Chinese Medicine,,Beijing University of Chinese Medicine,,,
Ruiqi Ge,4,,https://openalex.org/A5029083198,A5029083198,https://orcid.org/0000-0002-8529-3070,Ruiqi Ge,Ruiqi Ge,29,632,21.133333333333333,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I150807315,https://openalex.org/I258800397,https://openalex.org/I37461747,https://openalex.org/I1288882113,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guangxi University,New York University Shanghai,Wuhan University,Boston Children's Hospital,
Shangyan Zhou,4,,https://openalex.org/A5035849215,A5035849215,,Shangyan Zhou,Shangyan Zhou,7,45,4.0,3,2,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I183519381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capital Medical University,,,,,,,,,
Shunfeng Zhou,4,,https://openalex.org/A5045996355,A5045996355,,Shunfeng Zhou,Shunfeng Zhou,10,344,0.0,8,8,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210153519,https://openalex.org/I3923682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First Affiliated Hospital of Soochow University,Soochow University,,,,,,,,
Shanhuang Chen,4,,https://openalex.org/A5046105992,A5046105992,,Shanhuang Chen,Shanhuang Chen,5,23,0.0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wangding Zeng,4,,https://openalex.org/A5049532529,A5049532529,,Wangding Zeng,Wangding Zeng,9,54,0.0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I139759216,,,https://openalex.org/I139759216,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beijing University of Posts and Telecommunications,,,Beijing University of Posts and Telecommunications,
Panpan Huang,4,,https://openalex.org/A5053679681,A5053679681,,Panpan Huang,"Huang PanPan, Huang Pan‐pan, Panpan Huang",9,54,0.0,4,3,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I219193219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purdue University West Lafayette,,,,,,,,
Guangbo Hao,4,,https://openalex.org/A5064813063,A5064813063,https://orcid.org/0000-0002-5930-5453,Guangbo Hao,"Guang Bo Hao, Guangbo Hao, Guang‐Bo Hao, G. Hao",183,2723,3.973684210526316,28,83,,,,,,,,,,,,,,https://openalex.org/I87182695,https://openalex.org/I32062511,https://openalex.org/I32062511,https://openalex.org/I32062511,,,https://openalex.org/I181231927,,https://openalex.org/I27577105,https://openalex.org/I158842170,https://openalex.org/I27577105,https://openalex.org/I19820366,https://openalex.org/I100930933,https://openalex.org/I27577105,https://openalex.org/I142078773,https://openalex.org/I181231927,https://openalex.org/I181231927,https://openalex.org/I27577105,,,,,,,,,,,,,,Universidad del Noreste,Heriot-Watt University,Heriot-Watt University,Heriot-Watt University,,,National University of Ireland,,University College Cork,Chongqing University,University College Cork,Chinese Academy of Sciences,University College Dublin,University College Cork,Shenyang Institute of Automation,National University of Ireland,National University of Ireland,University College Cork
Hui Qu,4,,https://openalex.org/A5067552573,A5067552573,https://orcid.org/0000-0002-4260-3809,Hui Qu,"Hui Qu, Hong‐Yu Qu, Hui Yan Qu, H. Qu, Qu Hui",277,3096,2.3617021276595747,28,82,,,,,,,,,,,,,,https://openalex.org/I18452120,https://openalex.org/I4400573293,https://openalex.org/I19820366,https://openalex.org/I19820366,https://openalex.org/I19820366,,https://openalex.org/I19820366,https://openalex.org/I19820366,https://openalex.org/I4400573293,https://openalex.org/I19820366,,,,https://openalex.org/I4210112820,https://openalex.org/I4210112820,https://openalex.org/I4210112820,https://openalex.org/I4210112820,https://openalex.org/I114117164,,,,,,,,,,,,,,Yantai University,National Marine Data and Information Service,Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,,Chinese Academy of Sciences,Chinese Academy of Sciences,National Marine Data and Information Service,Chinese Academy of Sciences,,,,Shanghai Institute of Materia Medica,Shanghai Institute of Materia Medica,Shanghai Institute of Materia Medica,Shanghai Institute of Materia Medica,University of Science and Technology Liaoning
Lecong Zhang,4,,https://openalex.org/A5068839714,A5068839714,,Lecong Zhang,Lecong Zhang,4,25,2.5,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210095439,https://openalex.org/I4210095439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guizhou Minzu University,Guizhou Minzu University,,
Y. K. Li,4,,https://openalex.org/A5079729956,A5079729956,https://orcid.org/0000-0002-0721-6846,Y. K. Li,"Y. K. Li, Yanyan Li, Y.k. Li",7,48,0.0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I3133134087,,https://openalex.org/I98301712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lanzhou Jiaotong University,,Baidu (China),
Mingchuan Zhang,4,,https://openalex.org/A5087014857,A5087014857,https://orcid.org/0000-0002-2523-1089,Mingchuan Zhang,"Mingchuan Zhang, Mingchuan Zhang ‐, Zhang Mingchuan, Ming‐Chuan Zhang, Zhang Ming‐chuan",285,2382,0.9411764705882353,25,63,,,,,,,,,,,,,,,https://openalex.org/I183067930,https://openalex.org/I183067930,https://openalex.org/I183067930,,https://openalex.org/I183067930,,https://openalex.org/I21193070,https://openalex.org/I21193070,https://openalex.org/I21193070,https://openalex.org/I198091727,https://openalex.org/I167383011,https://openalex.org/I183067930,https://openalex.org/I55712492,https://openalex.org/I198091727,https://openalex.org/I183067930,https://openalex.org/I24943067,https://openalex.org/I72565114,,,,,,,,,,,,,,,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,,Shanghai Jiao Tong University,,Beijing Jiaotong University,Beijing Jiaotong University,Beijing Jiaotong University,Tiangong University,Henan University of Science and Technology,Shanghai Jiao Tong University,Zhejiang University of Technology,Tiangong University,Shanghai Jiao Tong University,Fudan University,Luoyang Institute of Science and Technology
Wen Liu,4,,https://openalex.org/A5100320278,A5100320278,https://orcid.org/0000-0002-3867-1825,Wen Liu,"W.C. Liu, Wen Liu, Liu Wen, L. Wen",146,4473,7.538461538461538,24,37,,,,,,,,,,,,,,,,,,,https://openalex.org/I159385669,,,https://openalex.org/I159385669,https://openalex.org/I30809798,https://openalex.org/I177898655,https://openalex.org/I30809798,https://openalex.org/I177898655,https://openalex.org/I30809798,,https://openalex.org/I177898655,https://openalex.org/I118803816,,,,,,,,,,,,,,,,,,,,Chiba University,,,Chiba University,ShanghaiTech University,Lamar University,ShanghaiTech University,Lamar University,ShanghaiTech University,,Lamar University,Liaoning University,
Xiaodong Liu,4,,https://openalex.org/A5100374771,A5100374771,https://orcid.org/0000-0001-8652-9818,Xiaodong Liu,"Xiao‐Dong Liu, Liu Xiaodong, Liu Xiao‐dong, Liu Hui‐Ping Wang Xiao‐Dong, Xiaodong Liu",465,8311,2.5384615384615383,37,132,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210092944,https://openalex.org/I4210092944,https://openalex.org/I7350606,https://openalex.org/I257545875,https://openalex.org/I4210092944,https://openalex.org/I170215575,https://openalex.org/I257545875,https://openalex.org/I4210122937,https://openalex.org/I4210122937,https://openalex.org/I126520041,,,,,,,,,,,,,,,,,,,,,,Dalian University,Dalian University,Dalian Jiaotong University,"Hunan University of Humanities, Science and Technology",Dalian University,National University of Defense Technology,"Hunan University of Humanities, Science and Technology",FuelCell Energy (United States),FuelCell Energy (United States),University of Science and Technology of China
Ying He,4,,https://openalex.org/A5100389169,A5100389169,https://orcid.org/0000-0002-6749-4485,Ying He,"Y.Q. Hou T. He, He Ying, Ying He, Y. He",583,6987,2.7478991596638656,45,191,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I172675005,https://openalex.org/I172675005,https://openalex.org/I172675005,https://openalex.org/I172675005,https://openalex.org/I172675005,https://openalex.org/I172675005,https://openalex.org/I4210159426,https://openalex.org/I4210136793,https://openalex.org/I4210159426,https://openalex.org/I1284762954,,,,,,,,,,,,,,,,,,,,,,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Hunan Institute of Mental Health,Peng Cheng Laboratory,Hunan Institute of Mental Health,Zhejiang A & F University
Shiyu Wang,4,,https://openalex.org/A5100437635,A5100437635,https://orcid.org/0000-0003-1904-6781,Shiyu Wang,"Shiyu Wang, Shi‐Yu Wang, 汪诗寓",32,773,1.5,14,17,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210092101,,https://openalex.org/I4210135742,https://openalex.org/I4210119046,https://openalex.org/I55022517,https://openalex.org/I183067930,https://openalex.org/I10535382,https://openalex.org/I4210135742,https://openalex.org/I169689159,https://openalex.org/I4210128175,,,,,,,,,,,,,,,,,,,,,,Shanghai Children's Medical Center,,Shanghai First People's Hospital,Zero to Three,Heilongjiang University,Shanghai Jiao Tong University,Chongqing University of Posts and Telecommunications,Shanghai First People's Hospital,PLA Information Engineering University,Shanghai East Hospital,
Xingkai Yu,4,,https://openalex.org/A5100608388,A5100608388,https://orcid.org/0000-0002-7422-7406,Xingkai Yu,Xingkai Yu,37,273,2.6666666666666665,10,10,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I1327237609,https://openalex.org/I1327237609,https://openalex.org/I183067930,https://openalex.org/I99065089,https://openalex.org/I99065089,https://openalex.org/I99065089,https://openalex.org/I2801051648,https://openalex.org/I153473198,,,,,,,,,,,,,,,,,,,,,,,,Ministry of Education of the People's Republic of China,Ministry of Education of the People's Republic of China,Shanghai Jiao Tong University,Tsinghua University,Tsinghua University,Tsinghua University,China-Japan Friendship Hospital,North China Electric Power University
Yichao Zhang,4,,https://openalex.org/A5100625408,A5100625408,https://orcid.org/0000-0002-9931-4733,Yichao Zhang,"Zhang Yi‐chao, Yichao Zhang, Zhang Yichao, Yi‐Chao Zhang",111,754,0.9333333333333333,15,22,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I116953780,https://openalex.org/I116953780,https://openalex.org/I116953780,https://openalex.org/I116953780,https://openalex.org/I116953780,https://openalex.org/I116953780,https://openalex.org/I83714178,https://openalex.org/I83714178,https://openalex.org/I17721919,https://openalex.org/I181877577,https://openalex.org/I4210140680,,,,,,,,,,,,,,,,,,,,,Tongji University,Tongji University,Tongji University,Tongji University,Tongji University,Tongji University,Shenyang Jianzhu University,Shenyang Jianzhu University,Shanxi Medical University,Shanxi University,Affiliated Hospital of Hebei University
Minghua Zhang,4,,https://openalex.org/A5100737340,A5100737340,https://orcid.org/0000-0002-1927-5405,Minghua Zhang,"Minghua Zhang, M.‐H. Zhang, M. Zhang, M. H. Zhang, Ming‐Hua Zhang",507,26775,6.603174603174603,79,291,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210165038,https://openalex.org/I1327163397,https://openalex.org/I1327163397,https://openalex.org/I1327163397,https://openalex.org/I19820366,https://openalex.org/I1327163397,https://openalex.org/I1327163397,https://openalex.org/I1327163397,https://openalex.org/I1327163397,https://openalex.org/I4210165038,https://openalex.org/I4210165038,https://openalex.org/I24185976,https://openalex.org/I59553526,,,,,,,,,,,,,,,,,,,University of Chinese Academy of Sciences,State University of New York,State University of New York,State University of New York,Chinese Academy of Sciences,State University of New York,State University of New York,State University of New York,State University of New York,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,Sichuan University,Stony Brook University
Shanghao Lu,4,,https://openalex.org/A5101289776,A5101289776,,Shanghao Lu,Shanghao Lu,5,29,0.0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ziwei Xie,4,,https://openalex.org/A5101644040,A5101644040,https://orcid.org/0000-0002-1436-795X,Ziwei Xie,Ziwei Xie,10,206,2.0,4,3,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I157773358,https://openalex.org/I157773358,,https://openalex.org/I202126657,https://openalex.org/I2250653659,,,,,,,,,,,,,,,,,,,,,,,,,,,Sun Yat-sen University,Sun Yat-sen University,,Qufu Normal University,Tencent (China),,
Qinyu Chen,4,,https://openalex.org/A5101682928,A5101682928,https://orcid.org/0000-0002-9351-2085,Qinyu Chen,Qinyu Chen,72,2061,5.2,25,40,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I161716053,https://openalex.org/I1304196042,https://openalex.org/I2799853436,https://openalex.org/I12912129,https://openalex.org/I36258959,https://openalex.org/I2802841970,https://openalex.org/I20231570,,,,,,,,,,,,,,,,,,,,,,,,,China Pharmaceutical University,Loyola University Medical Center,Johns Hopkins Medicine,Northeastern University,"University of California, San Diego",The Ohio State University Wexner Medical Center,Peking University,,
Yiyuan Liu,4,,https://openalex.org/A5101704539,A5101704539,https://orcid.org/0000-0002-7022-6422,Yiyuan Liu,"Yiyuan Liu, Y.L. Lin H.L. Liu, Yi‐Yuan Liu",70,515,3.1,11,15,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I20231570,https://openalex.org/I20231570,https://openalex.org/I20231570,https://openalex.org/I20231570,https://openalex.org/I4210142152,https://openalex.org/I37461747,,,,,,,,,,,,,,,,,,,,,,,,,,Peking University,Peking University,Peking University,Peking University,ORCID,Wuhan University,
Minghui Tang,4,,https://openalex.org/A5101876129,A5101876129,https://orcid.org/0000-0003-2421-8314,Minghui Tang,"M. Tang, Ming‐hui TANG, Minghui Tang",80,1482,2.6956521739130435,17,25,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I163793406,,,,,https://openalex.org/I205349734,https://openalex.org/I24185976,https://openalex.org/I24185976,https://openalex.org/I4210132733,https://openalex.org/I4210141669,,,,,,,,,,,,,,,,,,,,,,Health Sciences University of Hokkaido,,,,,Hokkaido University,Sichuan University,Sichuan University,Hunan Children's Hospital,Hokkaido University Hospital
Guanting Chen,4,,https://openalex.org/A5101983121,A5101983121,https://orcid.org/0000-0003-1354-5192,Guanting Chen,"G.‐T. Chen, Guanting Chen, Guan‐Ting Chen",43,499,3.6666666666666665,9,8,,,,,,,,,,https://openalex.org/I22265921,https://openalex.org/I22265921,https://openalex.org/I22265921,,,,,,,,,https://openalex.org/I154864474,,https://openalex.org/I154864474,,https://openalex.org/I97018004,https://openalex.org/I97018004,https://openalex.org/I154099455,https://openalex.org/I114027177,https://openalex.org/I71920554,https://openalex.org/I4210155511,,,,,,,,,,,National Central University,National Central University,National Central University,,,,,,,,,National Taiwan University of Science and Technology,,National Taiwan University of Science and Technology,,Stanford University,Stanford University,Shandong University,University of North Carolina at Chapel Hill,King Abdullah University of Science and Technology,First Affiliated Hospital of Henan University,
Yaofeng Sun,4,,https://openalex.org/A5102212666,A5102212666,,Yaofeng Sun,"Sun Yao‐feng, Yaofeng Sun",8,19,0.0,2,1,,,,,,,,https://openalex.org/I37796252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beijing University of Technology,,,,,,,,,,,,,,,,,,,,,,,
Zihui Gu,4,,https://openalex.org/A5102691681,A5102691681,,Zihui Gu,Zihui Gu,4,4,0.0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I157773358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sun Yat-sen University,
Zhe Fu,4,,https://openalex.org/A5103128811,A5103128811,https://orcid.org/0000-0003-4214-9957,Zhe Fu,"FU Zhe, Z.C Fu, Zhe Fu, Z. Fu",70,293,2.5555555555555554,8,7,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I47720641,,https://openalex.org/I241749,,,https://openalex.org/I241749,https://openalex.org/I241749,https://openalex.org/I241749,https://openalex.org/I139024713,https://openalex.org/I157773358,https://openalex.org/I4210144384,,,,,,,,,,,,,,,,,,,,,Huazhong University of Science and Technology,,University of Cambridge,,,University of Cambridge,University of Cambridge,University of Cambridge,Guangdong University of Technology,Sun Yat-sen University,Third Affiliated Hospital of Zhengzhou University
Fangyun Lin,4,,https://openalex.org/A5109672590,A5109672590,,Fangyun Lin,Fangyun Lin,3,23,0.0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
